Назва поля,Тип [1]_,Формат,Опис
**SIGN_ENVELOPE**,M,,"Обгортка документа Перевізника, що прийняв вантаж (початок блоку)"
STATE,M,TRANSPORTER_SIGNED,"стан документу «підписано Перевізником, що прийняв вантаж»"
**SIGN_ENVELOPE**,M,,"Обгортка документа Ініціатора - Перевізника, що здав вантаж (початок блоку)"
STATE,M,ORIGINATOR_SIGNED,"стан документу «підписано Перевізником, що здав вантаж»"
**DECLARHEAD**,M,,Складовий номер документа (початок блоку)
C_DOC,M,String,код документа («A01»)
C_DOC_SUB,M,String,підтип документа («02»)
C_DOC_VER,M,String,номер версії документа («01»)
**DECLARHEAD**,,,Складовий номер документа (закінчення блоку)
**DECLARBODY**,M,,"Основні реквізити від Перевізника, що здав вантаж (початок блоку)"
TYPE,M,CORE,тип документа (Основа)
STAKE,M,ORIGINATOR,"учасник-підписант (Перевізник, що здає вантаж)"
HNUM,M,String,номер Акта перевантаження
HFILL,M,date(YYYY-MM-DD),дата Акта перевантаження
BASE_HNUM,M,String,номер документа-підстави (ТТН)
BASE_HFILL,M,date(YYYY-MM-DD),дата документа-підстави (ТТН)
UUID_TTN,M,UUID,унікальний ідентифікатор ТТН
**TRANSPORT_UNLOAD**,M,,"інформація про Перевізника, що здав вантаж та його авто (початок блоку)"
R01G1S,M,String,марка автомобіля
R01G11S,O,String,модель автомобіля
R01G2S,M,String,реєстраційний номер автомобіля. У літеросполученні допускається кирилиця однак в довідник записується лише латинниця (AA0000AA)
R01G3S,M,String,тип автомобіля
R01G4S,O,String,марка причіп/напівпричіп
R01G12S,O,String,модель причіп/напівпричіп
R01G5S,O,String,реєстраційний номер причіп/напівпричіп. У літеросполученні допускається кирилиця однак в довідник записується лише латинниця (AA0000AA)
R01G6S,O,String,тип автомобіля причіп/напівпричіп
R01G7S,O,String,марка причіп/напівпричіп 2
R01G13S,O,String,модель причіп/напівпричіп 2
R01G8S,O,String,реєстраційний номер причіп/напівпричіп 2. У літеросполученні допускається кирилиця однак в довідник записується лише латинниця (AA0000AA)
R01G9S,O,String,тип автомобіля причіп/напівпричіп 2
R02G11S,M,String,"ідентифікаційний код Перевізника (ЄДРПОУ юридичної особи або ІПН фізичної-особи підприємця), який здав вантаж"
R02G1S,M,String,"повне найменування Перевізника (найменування юридичної особи або ПІБ фізичної-особи підприємця), який здав вантаж"
R02G3S,M,String,"прізвище водія/експедитора, який здав вантаж"
R02G31S,M,String,"ім'я водія/експедитора, який здав вантаж"
R02G32S,O,String,"по батькові водія/експедитора, який здав вантаж"
R02G4S,O,String,"серія та номер посвідчення водія/експедитора, який здав вантаж. У літеросполученні допустима тільки латиниця (XYZ123456)"
DRIVER_ID,M,int(10),"ідентифікаційний код Водія"
SEAL_NO,O,String,номер пломби
**TRANSPORT_UNLOAD**,,,"інформація про Перевізника, що здав вантаж та його авто (закінчення блоку)"
**TRANSPORT_LOAD**,M,,"інформація про Перевізника, що прийняв вантаж та його авто (початок блоку)"
R01G1S,M,String,марка автомобіля
R01G11S,O,String,модель автомобіля
R01G2S,M,String,реєстраційний номер автомобіля. У літеросполученні допускається кирилиця однак в довідник записується лише латинниця (AA0000AA)
R01G3S,M,String,тип автомобіля
R01G4S,O,String,марка причіп/напівпричіп
R01G12S,O,String,модель причіп/напівпричіп
