Назва поля,Тип [1]_,Формат,Опис
**SIGN_ENVELOPE**,M,,Обгортка документа Ініціатора (початок блоку)
STATE,M,ORIGINATOR_SIGNED,"Стан документа, якщо ініціатор:

* Вантажовідправник - «підписано Вантажовідправником»
* Вантажоотримувач - «підписано Вантажоотримувачем»
* Перевізник - «підписано Перевізником»
* Замовник - «підписано Замовником»"
**DECLARHEAD**,M,,Складовий номер документа (початок блоку)
C_DOC,M,String,Код документа («A01»)
C_DOC_SUB,M,String,Підтип документа («04»)
C_DOC_VER,M,String,Номер версії документа («01»)
**DECLARHEAD**,,,Складовий номер документа (закінчення блоку)
**DECLARBODY**,M,,Основні реквізити (початок блоку)
TYPE,M,CORE,Тип документа (Основа)
STAKE,M,ORIGINATOR,"Учасник-підписант (Ініціатор)"
HNUM,M,String,Номер «Акта про заміну пункту призначення вантажу»
HFILL,M,date(YYYY-MM-DD),Дата «Акта про заміну пункту призначення вантажу»
BASE_HNUM,M,String,Номер документа-підстави (ТТН)
BASE_HFILL,M,date(YYYY-MM-DD),Дата документа-підстави (ТТН)
UUID_TTN,M,UUID,Унікальний ідентифікатор ТТН
DOCUMENT_PLACE,M,String,Місце складання «Акта про заміну пункту призначення вантажу»
R02G21S,M,String,Ідентифікаційний код Замовника (ЄДРПОУ юридичної особи або ІПН фізичної-особи підприємця)
R02G2S,M,String,Повне найменування Замовника (найменування юридичної особи або ПІБ фізичної-особи підприємця)
HTIN,M,String,Ідентифікаційний код Вантажовідправника (ЄДРПОУ юридичної особи або ІПН фізичної-особи підприємця)
HNAME,M,String,Повне найменування Вантажовідправника (найменування юридичної особи або ПІБ фізичної-особи підприємця)
HLOC,M,String,Юридична адреса Вантажовідправника
R02G11S,M,String,Ідентифікаційний код Перевізника (ЄДРПОУ юридичної особи або ІПН фізичної-особи підприємця)
R02G1S,M,String,Повне найменування Перевізника (найменування юридичної особи або ПІБ фізичної-особи підприємця)
R02G3S,M,String,Прізвище водія/експедитора
R02G31S,M,String,Ім'я водія/експедитора
R02G32S,O,String,По батькові водія/експедитора
R02G4S,O,String,Серія та номер посвідчення водія/експедитора
DRIVER_ID,M,int(10),"Ідентифікаційний код Водія"
R04G1S,M,String,Ідентифікаційний код Вантажоодержувача (ЄДРПОУ юридичної особи або ІПН фізичної-особи підприємця)
R04G2S,M,String,Повне найменування Вантажоодержувача (найменування юридичної особи або ПІБ фізичної-особи підприємця)
R04G3S,M,String,Юридична адреса Вантажоодержувача
**NEW_DESTINATION**,M,,Інформація про нового Вантажоодержувача та/чи новий пункт розвантаження (початок блоку)
R04G1S,M,String,Ідентифікаційний код Вантажоодержувач (ЄДРПОУ юридичної особи або ІПН фізичної-особи підприємця)
R04G2S,M,String,Повне найменування Вантажоодержувач (найменування юридичної особи або ПІБ фізичної-особи підприємця)
R04G3S,M,String,Юридична адреса Вантажоодержувач
R05G41,M,String,Код КОАТУУ / `КАТОТТГ <https://www.minregion.gov.ua/napryamki-diyalnosti/rozvytok-mistsevoho-samovryaduvannya/administratyvno/kodyfikator-administratyvno-terytorialnyh-odynycz-ta-terytorij-terytorialnyh-gromad/>`__ пункту розвантаження
R05G4S,M,String,Місцезнаходження пункту розвантаження
**NEW_DESTINATION**,,,Інформація про нового Вантажоодержувача та/чи новий пункт розвантаження (закінчення блоку)
WAREHOUSE_CHANGE_INFORMATION,M,String,Додаткова інформація. Короткий або повний опис причин складання акта (заміна пункту призначення та/або вантажоодержувача)
**DECLARBODY**,,,Основні реквізити (закінчення блоку)
**SIGN_ENVELOPE**,,,Обгортка документа Ініціатора (закінчення блоку)
**SIGNATURE**,M,,Підпис Ініціатора (початок блоку)
OWNER,M,ORIGINATOR,Власник підпису: Ініціатор
SIGN,M,String,тіло підпису в base64
**SIGNATURE**,,,Підпис Ініціатора (закінчення блоку)
