Назва поля,Тип [1]_,Формат,Опис
**ЕлектроннийДокумент**,М, ,Початок документу
**Заголовок**,М,Кількість входжень вузла: Min = 1; Max = 1, Заголовок (початок блоку)
НомерМаркетингДоговору,O,Рядок (16),Номер маркетингового договору
ДатаМаркетингДоговору,O,Дата (РРРР-ММ-ДД),Дата маркетингового договору
НазваАкції,O,Рядок (255),Назва акції
ОплатаЗаАктиваціюАкції,O,"Число (1, 2 чи 3)","Оплата за активаціїю акції:

* 1 - «Безкоштовно»,
* 2 - «З маркетингового бюджету»,
* 3 - «Окремий рахунок»"
ОплатаЗаКомпенсацію,O,Число (1 чи 2),"Оплата за компенсацию:

* 1 - «З маркетингового бюджету»,
* 2 - «Окремий рахунок»"
НомерДокументу,М,Рядок (16),Номер документу
ТипДокументу,М,Рядок (50),"Типи документів:
Договір, Додаткова угода...(типи коммерційних документів)"
ТипСхеми,О,0 чи 1,0 - стандартна схема (з попереднім узгодженням); 1 - нестандартна схема (без попереднього узгодження)
КодТипуДокументу,М,«008»,`Код типу документу <https://wiki.edin.ua/uk/latest/XML/code_doctype.html>`__
ДатаДокументу,М,Дата (РРРР-ММ-ДД),Дата складання документу
**ТермінДії**,О,Кількість входжень вузла: Min = 0; Max = 1,"Термін, на період якого документ вважається чинним (початок блоку)"
Початок,М,Дата (РРРР-ММ-ДД),Дата початку дії документу
Кінець,М,Дата (РРРР-ММ-ДД),Дата закінчення терміну дії документу
**ТермінДії**, , ,"Термін, на період якого документ вважається чинним (завершення блоку)"
НомерЗамовлення,О,Рядок (20),Номер замовлення за документом
ДатаЗамовлення,О,Дата (РРРР-ММ-ДД),Дата здійснення замовлення
МісцеСкладання,О,Рядок (100),Місце укладання документу
**ДокПідстава**,О,Кількість входжень вузла: Min = 0; Max = 10, Документ-підстава (початок блоку)
НомерДокументу,М,Рядок (30),Номер документу-підстави
ТипДокументу,М,Рядок (50),"Типи документів:
Договір, Додаткова угода...(типи коммерційних документів)"
КодТипуДокументу,М,«001» / «002» / «003» ...,`Код типу документу <https://wiki.edin.ua/uk/latest/XML/code_doctype.html>`__
ДатаДокументу,М,Дата (РРРР-ММ-ДД),Дата складання документу
**ДокПідстава**, , ,Документ-підстава (завершення блоку)
**Заголовок**, , ,Заголовок (завершення блоку)
**Сторони**,M,Мількість входжень вузла: Min = 1; Max = 1,"Сторони, між якими укладено документ (початок блоку)"
**Контрагент**,М,Кількість входжень вузла: Min = 2; Max = 10,"Контрагент (початок блоку). Першим вказується блок відправника, другим – отримувача"
СтатусКонтрагента,М,Рядок (30),"Допустимі значення:

* Покупець;
* Отримувач; 
* Продавець; 
* Замовник; 
* Виконавець;
* Перевізник;
* Платник;
* Підрядник;
* Відправник;
* Вантажоодержувач;
* Вантажовідправник;
* Експедитор;
* Клієнт;
* Консультант"
ВідповідальнаОсоба,О,Рядок (255),"Відповідальна особа (ПІБ, контакти постачальника)"
ВидОсоби,М,Рядок (20),"Допустимі значення:

* Юридична
* Фізична"
НазваКонтрагента,М,Рядок (50),Назва контрагента
КодКонтрагента,М,Рядок (8),"Значенням елемента є код платника згідно з ЄДРПОУ (Реєстраційний (обліковий) номер з Тимчасового реєстру ДПА України) або реєстраційний номер облікової картки платника (номер паспорта, записаний як послідовність двох великих літер української абетки та шести цифр)"
ІПН,М,Рядок (12),Індивідуальний податковий номер контрагента
IBAN,О,Рядок ,IBAN (міжнародний номер банківського рахунку; використовується при міжнародних розрахунках)
Телефон,О,Рядок (20),Телефон
GLN,M,Integer (13),Глобальний номер розташування (GLN) контрагента
**Контрагент**, , ,Контрагент (завершення блоку)
**Сторони**, , ,"Сторони, між якими укладено документ (завершення блоку)"
**Параметри**,О, ,"Параметри (початок блоку). Тег передбачає довільне значення; використовується для передачі додаткової інформації, що не входить до специфікації"
Параметр,O,Рядок (50),Максимальна кількість тегів – 99. У кожного наступного тега ідентифікатор (ІД) збільшується на одиницю.
**Параметри**,О, ,Параметри (завершення блоку)
**Таблиця**,О,Кількіть входжень вузла: Min = 0; Max = 1,Таблиця (початок блоку)
**Рядок**,M,Кількість входжень вузла: Min = 1;Max = 9999,Рядок (початок блоку). У кожного наступного блоку ідентифікатор (ІД) збільшується на одиницю
ПроцентКомпенсації,O,"Позитивне число з плаваючою точкою (6 знаків до коми, 2 знака після коми)",Процент компенсації
СумаЗаАктиваціюАкції,О,"Позитивне число з плаваючою точкою (6 знаків до коми, 4 знака після коми)",Сума за активацію акції
РекомендованаРоздрібнаЦінаЗПДВ,O,"Позитивне число з плаваючою точкою (6 знаків до коми, 4 знака після коми)",Рекомендована роздрібна ціна з ПДВ
НомПоз,М,Integer (3),Номер позиції
Штрихкод,О,Integer (13),Максимальна кількість тегів – 99. У кожного наступного тега ідентифікатор (ІД) збільшується на одиницю.
АртикулПокупця,О,Рядок (10),Артикул покупця
АртикулПродавця,О,Рядок (10),Артикул продавця
Найменування,М,Рядок (50),Найменування товарної позиції
ПрийнятаКількість,О,Decimal (#.00),Прийнята кількість товарних позицій
ОдиницяВиміру,О,Рядок (10),Одиниці виміру [2]_
**ЦінаРегулярна**, , ,Регулярна ціна (початок блоку)
ЦінаБезПДВ, , ,Ціна без ПДВ
ЦінаЗПДВ, , ,Ціна з ПДВ
**ЦінаРегулярна**, , ,Регулярна ціна (завершення блоку)
СтавкаПДВ, , ,Ставка податку на додану вартість
**Рядок**, , ,Рядок (завершення блоку)
**Таблиця**, , ,Таблиця (завершення блоку)
**ЕлектроннийДокумент**,О, ,Завершення документу
