Назва поля,Тип [1]_,Формат,Опис
**ЕлектроннийДокумент**,М, ,Початок документу
**Заголовок**,М,Кількість входжень вузла: Min = 1; Max = 1, Заголовок (початок блоку)
НомерДокументу,М,Рядок (16),Номер документу
ТипДокументу,М,Рядок (50),"Типи документів:
Договір, Додаткова угода...(типи коммерційних документів)"
КодТипуДокументу,М,«027»,`Код типу документу <https://wiki.edin.ua/uk/latest/XML/code_doctype.html>`__
ДатаДокументу,М,Дата (РРРР-ММ-ДД),Дата складання документу
ПлановаДатаДоставки, ,Дата (РРРР-ММ-ДД),Планова дата доставки 
МісцеСкладання,O,Рядок (255),Місце складання документу
**ДокПідстава**,О,Кількість входжень вузла: Min = 0; Max = 10, Документ-підстава (початок блоку)
НомерДокументу,М,Рядок (30),Номер документу-підстави
ТипДокументу,М,Рядок (50),"Типи документів:
Договір, Додаткова угода...(типи коммерційних документів)"
КодТипуДокументу,М,«001» / «002» / «003» ...,`Код типу документу <https://wiki.edin.ua/uk/latest/XML/code_doctype.html>`__
ДатаДокументу,М,Дата (РРРР-ММ-ДД),Дата складання документу
**ДокПідстава**, , ,Документ-підстава (завершення блоку)
**Заголовок**, , ,Заголовок (завершення блоку)
**Сторони**,M,Мількість входжень вузла: Min = 1; Max = 1,"Сторони, між якими укладено документ (початок блоку)"
**Контрагент**,М,Кількість входжень вузла: Min = 2; Max = 10,"Контрагент (початок блоку). Першим вказується блок відправника, другим – отримувача"
СтатусКонтрагента,М,Рядок (30),"Допустимі значення:
Покупець;
Отримувач; 
Продавець; 
Замовник; 
Виконавець;
Перевізник;
Платник;
Підрядник;
Відправник;
Вантажоодержувач;
Вантажовідправник;
Експедитор;
Клієнт;
Консультант"
ВидОсоби,М,Рядок (20),"Допустимі значення:
Юридична
Фізична "
НазваКонтрагента,М,Рядок (50),Назва контрагента
КодКонтрагента,М,Рядок (8),"Значенням елемента є код платника згідно з ЄДРПОУ (Реєстраційний (обліковий) номер з Тимчасового реєстру ДПА України) або реєстраційний номер облікової картки платника (номер паспорта, записаний як послідовність двох великих літер української абетки та шести цифр)"
ІПН,М,Рядок (12),Індивідуальний податковий номер контрагента
IBAN,О,Рядок ,IBAN (міжнародний номер банківського рахунку; використовується при міжнародних розрахунках)
Телефон,О,Рядок (20),Телефон
GLN,M,Integer (13),Глобальний номер розташування (GLN) контрагента
**Контрагент**, , ,Контрагент (завершення блоку)
**Сторони**, , ,"Сторони, між якими укладено документ (завершення блоку)"
**Параметри**,О, ,"Параметри (початок блоку). Тег передбачає довільне значення; використовується для передачі додаткової інформації, що не входить до специфікації"
Параметр,O,Рядок (50),Максимальна кількість тегів – 99. У кожного наступного тега ідентифікатор (ІД) збільшується на одиницю.
**Параметри**,О, ,Параметри (завершення блоку)
**Таблиця**,О,Кількітьходженьвузла: Min = 0; Max = 1,Таблиця (початок блоку)
**Рядок**,M,Кількість входжень вузла: Min = 1;Max = 9999,Рядок (початок блоку). У кожного наступного блоку ідентифікатор (ІД) збільшується на одиницю
НомПоз,М,Integer (3),Номер позиції
АртикулПокупця,О,Рядок (10),Артикул покупця
Найменування,М,Рядок (50),Найменування товарної позиції
НакладнаНомер, , ,Номер накладної
НомерЗамовлення,О,Рядок (20),Номер замовлення
ШтрихкодТрансУпаковкиSSCC,О,"Число (14, 18)",Штрихкод транспортной упаковки SSCC
ЗаявленаКількість,О,Decimal (#.00),Заявлена кількість товарних позицій
КількістьОдВЯщику,О, ,Кількість одиниць в ящику (шт/кг) 
ФактичнаКількістьЯщиків,О, ,Фактична кількість ящиків 
ПоставляємаКількість,О, ,Кількість доставлених одиниць 
ОдиницяВиміру,О,Рядок (10),Одиниці виміру [2]_
**ВсьогоПоРядку**,О,Кількість входжень вузла: Min = 0; Max = 1,Загальна сума по рядку (початок блоку)
Вага, , ,Вага
**ВсьогоПоРядку**, , ,Загальна сума по рядку (завершення блоку)
**Рядок**, , ,Рядок (завершення блоку)
**Таблиця**, , ,Таблиця (завершення блоку)
**ЕлектроннийДокумент**,О, ,Завершення документу
