Назва поля,Тип [1]_,Формат,Опис
**ЕлектроннийДокумент**,M,,Початок документу
**Заголовок**,M,Кількість входжень вузла: Min = 1; Max = 1,Заголовок (початок блоку)
ТипСхеми,"O (M - якщо АВР призначений для роботи із ТТН v3, TRANSPORTATIONORDER, коригуючими актами до ТТН v3)",Число (1),"* 0 - стандартна схема (з попереднім узгодженням);
* 1 - нестандартна схема (без попереднього узгодження);
* 2 - схема для роботи із ТТН v3, TRANSPORTATIONORDER, коригуючими актами до ТТН v3"
НомерДокументу,M,Рядок (16),Номер документа
ТипДокументу,M,Рядок (50),"Тип документу: Акт наданих послуг"
КодТипуДокументу,M,«037»,"Допустиме значення: 037 => Акт наданих послуг (`всі підтипи COMDOC <https://wiki.edin.ua/uk/latest/integration_2_0/APIv2/Methods/EveryBody/ExtraQueryParameters_fieldName_sub_doc_type_id.html>`__)"
ДатаДокументу,M,Дата (РРРР-ММ-ДД),Дата складання документу
МісцеСкладання,M,Рядок (255),Місце складання документу
НомерКонтракту,M,Рядок (20),Номер контракту
ДатаКонтракту,M,Дата (РРРР-ММ-ДД),Дата контракту
НомерДодаткуДоДоговору,O,Рядок (20),Номер додатку до договору
ДатаДодаткуДоДоговору,O,Дата (РРРР-ММ-ДД),Дата додатку до договору
**ДокПідстава**,O,Кількість входжень вузла: Min = 0; Max = 100,Документ-підстава (початок блоку)
НомерДокументу,M,Рядок (30),Номер документу-підстави
КодТипуДокументу,M,Число (3),"Код типу документа з довідника UN/EDIFACT:

* 335 - Заявка на транспортування
* 730 - е-ТТН
* 770 - Підтвердження заявки на транспортування"
ДатаДокументу,M,Дата (РРРР-ММ-ДД),Дата складання документа
ІдентифікаторДокументу,O,UUID,унікальний ідентифікатор документа (UUID)
**ДокПідстава**,,,Документ-підстава (завершення блоку)
**Заголовок**,,,Заголовок (завершення блоку)
**Сторони**,M,Кількість входжень вузла: Min = 1; Max = 1,"Сторони, між якими укладено документ (початок блоку)"
**Контрагент**,M,Кількість входжень вузла: Min = 2; Max = 10,"Контрагент (початок блоку). Першим вказується блок відправника, другим – отримувача"
СтатусКонтрагента,M,Рядок (30),"Допустимі значення: Перевізник / Відправник АВР"
ВидОсоби,M,Рядок (20),"Допустимі значення: Юридична / Фізична"
НазваКонтрагента,M,Рядок (50),Назва компанії
КодКонтрагента,M,Рядок,ЄДРПОУ або РНОКПП (ІПН) / серія та номер паспорта
ІПН,O,Рядок (12),ІПН
СвідоцтвоПДВ,O,Число (10),Свідоцтво ПДВ
МФО,O,Число (6),МФО банку
ПоточРах,O,Рядок,Поточний рахунок
IBAN,O,Рядок (35),IBAN
Телефон,O,Рядок (20),Телефон
GLN,M,Число (13),GLN
**ЮрАдреса**,O,,Юридична адреса контрагента (початок блоку)
Індекс,M,Число (5),Індекс
Область,O,Рядок (50),Область
Місто,M,Рядок (50),Місто
Вулиця,M,Рядок (50),Вулиця
**ЮрАдреса**,,,Юридична адреса контрагента (завершення блоку)
**ВідповідальнаОсоба**,M,Кількість входжень вузла: Min = 1; Max = 1,Дані відповідальної особи (початок блоку)
Прізвище,M,Рядок (50),Прізвище
Імя,M,Рядок (50),Імя
ПоБатькові,M,Рядок (50),По батькові
ІПН,O,Рядок (12),Індивідуальний податковий номер
Посада,M,Рядок,Посада довіреної особи
НаПідставі,M,Рядок,№ довіреності / назва документа
НаПідставіДата,M,Дата (РРРР-ММ-ДД),Дата довіреності / документа
**ВідповідальнаОсоба**,,,Дані відповідальної особи (завершення блоку)
**Контрагент**,,,Контрагент (завершення блоку)
**Контрагент**,M,Кількість входжень вузла: Min = 2; Max = 10,"Контрагент (початок блоку). Першим вказується блок відправника, другим – отримувача"
СтатусКонтрагента,M,Рядок (30),"Допустимі значення: Замовник / Отримувач АВР"
ВидОсоби,M,Рядок (20),Допустимі значення: Юридична / Фізична
НазваКонтрагента,M,Рядок (50),Назва компанії
КодКонтрагента,M,Рядок,ЄДРПОУ або РНОКПП (ІПН) / серія та номер паспорта
ІПН,M,Рядок (12),ІПН
СвідоцтвоПДВ,O,Число (10),Свідоцтво ПДВ
МФО,O,Число (6),МФО банку
ПоточРах,O,Рядок,Поточний рахунок
IBAN,O,Рядок (35),IBAN
Телефон,O,Рядок (20),Телефон
GLN,M,Число (13),GLN
**ЮрАдреса**,O,,Юридична адреса контрагента (початок блоку)
Індекс,M,Число (5),Індекс
Область,O,Рядок (50),Область
Місто,M,Рядок (50),Місто
Вулиця,M,Рядок (50),Вулиця
**ЮрАдреса**,,,Юридична адреса контрагента (завершення блоку)
**ВідповідальнаОсоба**,M,Кількість входжень вузла: Min = 1; Max = 1,Дані відповідальної особи (початок блоку).
Прізвище,M,Рядок (50),Прізвище
Імя,M,Рядок (50),Імя
ПоБатькові,M,Рядок (50),По батькові
ІПН,O,Рядок (12),Індивідуальний податковий номер
Посада,M,Рядок,Посада довіреної особи
НаПідставі,M,Рядок,№ довіреності / назва документа
НаПідставіДата,M,Дата (РРРР-ММ-ДД),Дата довіреності / документа
**ВідповідальнаОсоба**,,,Дані відповідальної особи (завершення блоку)
**Контрагент**,,,Контрагент (завершення блоку)
**Сторони**,,,"Сторони, між якими укладено документ (завершення блоку)"
**Таблиця**,O,Кількість входжень вузла: Min = 0; Max = 1,Таблиця (початок блоку)
**Рядок**,M,Кількість входжень вузла: Min = 1;Max = 9999,"Рядок (початок блоку). У кожного наступного блоку ідентифікатор (ІД) збільшується на одиницю. Кількість рядків залежить від кількості документів-підстав, наприклад, АВР створюється на підставі 10 ТТН чи на підставі 3 підтверджень, на підставі котрих створено по 3 ТТН => буде 10 рядків та 3 рядки відповідно"
НомПоз,M,Число (3),Номер позиції
НазваПослуги,M,Рядок,"Назва послуги, Допустимі значення: Транспортно-експедиторські послуги"
ПрийнятаКількість,M,Число (3),Кількість
ОдиницяВиміру,M,Рядок (10),Допустимі значення: послуга
Найменування,O,Рядок (50),Найменування вантажу
НаПідставі,M,Рядок (30),Номер документа-підстави
НаПідставіДата,M,Дата (РРРР-ММ-ДД),Дата документа-підстави
ТТН,O,Рядок,"Дані по ТТН. Вказується, коли АВР створено на підставі Заявки на транспортування або Підтвердження заявки на транспортування), наприклад: *ТТН №123 від 2022-10-04*"
ТранспортнийЗасіб,M,Рядок,"Дані по транспортним засобам (їх може бути декілька, якщо є Акт перевантаження). Приклад заповнення: *АА0000АА*"
Водій,M,Рядок,"Дані по водіям (їх може бути декілька, якщо є Акт перевантаження). Приклад заповнення: *Іванов Іван Іванович (ВХК123456)*"
Відправник,M,Рядок,"Дані по Вантажовідправнику (може бути тільки один). Приклад заповнення: *ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АТБ (30487219), 49000, Дніпропетровська обл., місто Дніпро, ПРОСПЕКТ ОЛЕКСАНДРА ПОЛЯ, будинок 40*"
Отримувач,M,Рядок,"Дані по вантажоодержувачу (їх може бути декілька, якщо в Заявці на транспортування або Підтвердженні заявки на транспортування вказано N маршрутів). Приклад заповнення: *ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АТБ (30487219), 49000, Дніпропетровська обл., місто Дніпро, ПРОСПЕКТ ОЛЕКСАНДРА ПОЛЯ, будинок 40*"
ПунктНавантаженняАдреса,M,Рядок,"Дані по пунктам навантаження (їх може бути декілька, якщо в Заявці на транспортування або Підтвердженні заявки на транспортування вказано N маршрутів). Приклад заповнення: *м. Дніпро, Дніпропетровська обл., ПРОСПЕКТ ОЛЕКСАНДРА ПОЛЯ, будинок 40; м. Дніпро, Дніпропетровська обл., ПРОСПЕКТ ОЛЕКСАНДРА ПОЛЯ, будинок 40*"
ПунктРозвантаженняАдреса ,M,Рядок,"Дані по пунктам розвантаження (їх може бути декілька, якщо в заявці на транспортування або підтвердженні заявки вказано N маршрутів). Приклад заповнення: *м. Дніпро, Дніпропетровська обл., ПРОСПЕКТ ОЛЕКСАНДРА ПОЛЯ, будинок 40; м. Дніпро, Дніпропетровська обл., ПРОСПЕКТ ОЛЕКСАНДРА ПОЛЯ, будинок 40*"
БазоваЦіна,M,"Число (10,2)",Вартість перевезення без ПДВ
ПДВ,M,"Число (10,2)",Сума ПДВ за одиницю послуги
СтавкаПДВ,M,«0»/«7»/«20»,"Ставка податку на додану вартість (%); Допустиме значення: 0 / 7 / 20"
