Назва поля,Тип [1]_,Формат,Опис
**DECLARHEAD**,M,,Складовий номер документа (початок блоку)
C_DOC,M,String,код документа («EVD»)
C_DOC_SUB,M,String,підтип документа («003»)
C_DOC_VER,M,String,номер версії документа («01»)
**DECLARHEAD**,,,Складовий номер документа (закінчення блоку)
**DECLARBODY**,M,,Основні реквізити (початок блоку)
HNUM,M,String,номер документа
HFILL,M,String (YYYY-MM-DD),дата документа
R01G10S,M,String,"вид перевезень; доступні значення:
- покілометровий тариф
- погодинний тариф
- відрядний тариф
- централізоване перевезення
- внутрішньоміське
- приміське
- міжміське
- міжнародне перевезення"
R01G1S,O/M,String,"марка автомобіля. Поле обов’язково заповнюється, якщо заповнено R01G2S / R01G3S / R02G3S / R02G4S / R02G5S"
R01G2S,O/M,String,"реєстраційний номер автомобіля. Поле обов’язково заповнюється, якщо заповнено R01G1S / R01G3S / R02G3S / R02G4S / R02G5S"
R01G3S,O/M,String,"тип автомобіля. Поле обов’язково заповнюється, якщо заповнено R01G1S / R01G2S / R02G3S / R02G4S / R02G5S"
R01G11S,O,String,модель автомобіля
R01G4S,O/M,String,"марка причіпа/напівпричіпа. Поле обов’язково заповнюється за наявності причіпа/напівпричіпа (якщо заповнено R01G5S / R01G6S)"
R01G5S,O/M,String,"реєстраційний номер причепа/напівпричепа. Поле обов’язково заповнюється за наявності причіпа/напівпричіпа (якщо заповнено R01G4S / R01G6S)"
R01G12S,O/M,String,модель причепа/напівпричепа. Поле обов’язково заповнюється за наявності причіпа/напівпричіпа
R01G6S,O/M,String,"тип причепа/напівпричепа. Поле обов’язково заповнюється за наявності причіпа/напівпричіпа (якщо заповнено R01G4S / R01G5S)"
R01G7S,O/M,String,"марка 2-го причіпа/напівпричіпа. Поле обов’язково заповнюється за наявності 2-го причіпа/напівпричіпа (якщо заповнено R01G8S / R01G9S)"
R01G8S,O/M,String,"реєстраційний номер 2-го причепа/напівпричепа. Поле обов’язково заповнюється за наявності 2-го причіпа/напівпричіпа (якщо заповнено R01G7S / R01G9S)"
R01G9S,O/M,String,"тип 2-го причепа/напівпричепа. Поле обов’язково заповнюється за наявності 2-го причіпа/напівпричіпа (якщо заповнено R01G7S / R01G8S)"
R01G13S,O/M,String,модель 2-го причепа/напівпричепа. Поле обов’язково заповнюється за наявності 2-го причіпа/напівпричіпа
R02G3S,O/M,String,"Прізвище водія. Поле обов’язково заповнюється, якщо заповнено R02G4S / R02G5S / R01G1S / R01G2S / R01G3S"
R02G31S,O/M,String,"Ім'я Водія. Поле обов’язково заповнюється, якщо заповнено R02G4S / R02G5S / R01G1S / R01G2S / R01G3S"
R02G32S,O/M,String,"По батькові Водія. Поле обов’язково заповнюється, якщо заповнено R02G4S / R02G5S / R01G1S / R01G2S / R01G3S"
R02G4S,O/M,String,"серія, номер посвідчення водія. Поле обов’язково заповнюється, якщо заповнено R02G3S / R02G5S / R01G1S / R01G2S / R01G3S"
R02G5S,O/M,String,"телефон водія. Поле обов’язково заповнюється, якщо заповнено R02G3S / R02G4S / R01G1S / R01G2S / R01G3S"
DRIVER_ID,O,int(10),"Ідентифікаційний код Водія"
R02G11S,M,long,ідентифікаційний код (ЄДРПОУ для юр. осіб чи ІНН для фіз. осіб) автомобільного перевізника
R02G1S,M,String,найменування автомобільного перевізника
R02G12S,M,String,адреса автомобільного перевізника
R02G21S,M,long,ідентифікаційний код (ЄДРПОУ) замовника
R02G2S,M,String,найменування замовника
R02G22S,M,String,адреса замовника
HTIN,M,long,ідентифікаційний код (ЄДРПОУ) вантажовідправника
HNAME,M,String,повне найменування вантажовідправника
HLOC,M,String,місцезнаходження вантажовідправника
R03G10S,M,String,номер договору
R03G11S,O/M,String,дата договору; поле обов'язкове до заповнення при наявності R03G10S
R04G1S,M,double,маса брутто; кг (значення≠0)
R05G1S,O,String,температурні вимоги 
R06G1S,O,double,кількість місць (значення≠0)
R07G1S,O,String,необхідний вид транспорту
R08G1S,O/M,String(формат 0.00),вартість перевезення без ПДВ; поле обов'язкове до заповнення при R08G14S=fixed
R08G12S,O,String,"ставка ПДВ; допустимі значення:

* 0
* 7
* 20"
R08G13S,O/M,String(формат 0.00),загальна вартість перевезення (вартість перевезення з ПДВ); поле обов'язкове до заповнення при R08G14S=fixed
R08G14S,O,String,"спосіб тарифікації; допустимі значення:

* fixed (фіксована вартість)
* distance (за кілометраж)
* weight (за тоннаж)"
R09G1S,O/M,double,Загальна відстань перевезення (сумарний кілометраж на перевезення в табличній частині); поле обов'язкове при R08G14S=distance
R010G1S,O,String,найменування вантажу (тут враховується загальний характер вантажу)
R011G1S,O,String,додаткова інформація
**<T4RXXXXG10>** ROWNUM=«1» message=«value» **</T4RXXXXG10>**,O,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: кількість місць (значення≠0)
**<T4RXXXXG15>** ROWNUM=«1» message=«value» **</T4RXXXXG15>**,O,String,"блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: маса брутто, кг (значення≠0)"
**<T4RXXXXG27S>** ROWNUM=«1» message=«value» **</T4RXXXXG27S>**,O,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: вид транспорту
**<T4RXXXXG28S>** ROWNUM=«1» message=«value» **</T4RXXXXG28S>**,O,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: температурний режим
